# team: Cosmic Horror
# label: palm-down-up
# timestamp: 20260226_201238
# sample_rate: 250
# samples: 2292
# duration_sec: 9.143
# channels: GSR,Ch2
#
timestamp,GSR,Ch2
1772154749.6954143,252.0,-19244.0
1772154749.7034142,252.0,-19245.0
1772154749.6969657,252.0,-19245.0
1772154749.7049656,252.0,-19244.0
1772154749.6990175,252.0,-19244.0
1772154749.7070174,252.0,-19245.0
1772154749.7005315,252.0,-19245.0
1772154749.7085314,252.0,-19244.0
1772154749.702043,253.0,-19245.0
1772154749.710043,253.0,-19245.0
1772154749.702043,253.0,-19245.0
1772154749.710043,253.0,-19245.0
1772154749.7035487,253.0,-19245.0
1772154749.7115486,253.0,-19245.0
1772154749.7065732,253.0,-19245.0
1772154749.7145731,253.0,-19245.0
1772154749.744099,248.0,-19245.0
1772154749.7520988,248.0,-19245.0
1772154749.744099,248.0,-19245.0
1772154749.7520988,248.0,-19245.0
1772154749.744099,248.0,-19245.0
1772154749.7520988,248.0,-19245.0
1772154749.744099,248.0,-19246.0
1772154749.7520988,248.0,-19245.0
1772154749.746555,252.0,-19245.0
1772154749.754555,252.0,-19245.0
1772154749.7559192,252.0,-19246.0
1772154749.763919,252.0,-19246.0
1772154749.7639441,252.0,-19245.0
1772154749.771944,252.0,-19245.0
1772154749.7716897,252.0,-19246.0
1772154749.7796896,252.0,-19246.0
1772154749.788459,257.0,-19245.0
1772154749.796459,257.0,-19245.0
1772154749.7929277,257.0,-19246.0
1772154749.8009276,257.0,-19246.0
1772154749.7959445,257.0,-19245.0
1772154749.8039443,257.0,-19245.0
1772154749.8035352,257.0,-19246.0
1772154749.8115351,257.0,-19246.0
1772154749.8113937,252.0,-19246.0
1772154749.8193936,252.0,-19246.0
1772154749.8207562,252.0,-19246.0
1772154749.828756,252.0,-19246.0
1772154749.8352814,252.0,-19246.0
1772154749.8432813,252.0,-19246.0
1772154749.8398147,252.0,-19246.0
1772154749.8478146,252.0,-19246.0
1772154749.8448558,250.0,-19246.0
1772154749.8528557,250.0,-19245.0
1772154749.8544645,250.0,-19246.0
1772154749.8624644,250.0,-19246.0
1772154749.8595304,250.0,-19246.0
1772154749.8675303,250.0,-19246.0
1772154749.8790123,250.0,-19246.0
1772154749.8870122,250.0,-19246.0
1772154749.8790123,249.0,-19246.0
1772154749.8870122,249.0,-19246.0
1772154749.883775,249.0,-19246.0
1772154749.891775,249.0,-19247.0
1772154749.8915958,249.0,-19247.0
1772154749.8995957,249.0,-19247.0
1772154749.9008667,249.0,-19247.0
1772154749.9088666,249.0,-19247.0
1772154749.908545,252.0,-19247.0
1772154749.916545,252.0,-19247.0
1772154749.9274344,252.0,-19247.0
1772154749.9354343,252.0,-19247.0
1772154749.9321647,252.0,-19247.0
1772154749.9401646,252.0,-19247.0
1772154749.9321647,252.0,-19247.0
1772154749.9401646,252.0,-19247.0
1772154749.9397428,249.0,-19248.0
1772154749.9477427,249.0,-19247.0
1772154749.9490316,249.0,-19247.0
1772154749.9570315,249.0,-19247.0
1772154749.9566855,249.0,-19248.0
1772154749.9646854,249.0,-19248.0
1772154749.9751506,249.0,-19247.0
1772154749.9831505,249.0,-19248.0
1772154749.9796836,252.0,-19248.0
1772154749.9876835,252.0,-19248.0
1772154749.9796836,252.0,-19248.0
1772154749.9876835,252.0,-19248.0
1772154749.9889662,252.0,-19248.0
1772154749.9969661,252.0,-19248.0
1772154749.996733,252.0,-19248.0
1772154750.0047328,252.0,-19248.0
1772154750.004518,239.0,-19248.0
1772154750.012518,239.0,-19248.0
1772154750.0181355,239.0,-19248.0
1772154750.0261354,239.0,-19248.0
1772154750.0667617,239.0,-19248.0
1772154750.0747616,239.0,-19249.0
1772154750.0671334,239.0,-19248.0
1772154750.0751333,239.0,-19248.0
1772154750.0671334,253.0,-19248.0
1772154750.0751333,253.0,-19249.0
1772154750.0671334,253.0,-19249.0
1772154750.0751333,253.0,-19248.0
1772154750.0671334,253.0,-19248.0
1772154750.0751333,253.0,-19249.0
1772154750.0671334,253.0,-19249.0
1772154750.0751333,253.0,-19248.0
1772154750.0693192,256.0,-19248.0
1772154750.0773191,256.0,-19249.0
1772154750.0756192,256.0,-19249.0
1772154750.083619,256.0,-19249.0
1772154750.0851092,256.0,-19249.0
1772154750.0931091,256.0,-19249.0
1772154750.0932775,256.0,-19249.0
1772154750.1012774,256.0,-19249.0
1772154750.0993173,251.0,-19249.0
1772154750.1073172,251.0,-19249.0
1772154750.1150615,251.0,-19249.0
1772154750.1230614,251.0,-19249.0
1772154750.1194768,251.0,-19249.0
1772154750.1274767,251.0,-19249.0
1772154750.1240332,251.0,-19250.0
1772154750.132033,251.0,-19249.0
1772154750.131632,250.0,-19249.0
1772154750.139632,250.0,-19249.0
1772154750.1402028,250.0,-19250.0
1772154750.1482027,250.0,-19250.0
1772154750.1478162,250.0,-19249.0
1772154750.155816,250.0,-19249.0
1772154750.1622417,250.0,-19250.0
1772154750.1702416,250.0,-19250.0
1772154750.166745,251.0,-19249.0
1772154750.1747448,251.0,-19249.0
1772154750.1758456,251.0,-19250.0
1772154750.1838455,251.0,-19250.0
1772154750.1803925,251.0,-19249.0
1772154750.1883924,251.0,-19249.0
1772154750.1879592,251.0,-19250.0
1772154750.195959,251.0,-19250.0
1772154750.1955168,251.0,-19249.0
1772154750.2035167,251.0,-19249.0
