# team: Cosmic Horror
# label: baseline
# timestamp: 20260226_183434
# sample_rate: 250
# samples: 2024
# duration_sec: 10.182
# channels: Mock_Ch1,Mock_Ch2,Mock_Ch3,Mock_Ch4
#
timestamp,Mock_Ch1,Mock_Ch2,Mock_Ch3,Mock_Ch4
1772148864.8375485,-432.5680018528279,1267.6669675152339,1942.0343234190407,14.93122957588085
1772148864.8415484,1232.2641930906373,713.0579226002284,-451.6202908897834,127.06526984131862
1772148864.8455484,934.7621558837511,123.53178302503197,532.0564306388444,48.183950827557695
1772148864.8495486,819.5762623763122,-1271.556350497955,-1577.852510652633,-66.17780065459989
1772148864.8535485,-1636.0804916786515,-64.49195492698482,1148.5327008524378,44.381837191059226
1772148864.8575485,130.96579361897523,-1154.4053916579098,418.2687689709304,9.619289823166023
1772148864.8615484,-2238.1333209189297,496.6213250874336,460.799437205336,34.9344457378914
1772148864.8655486,1271.4153412068479,41.256012890959674,2270.182256054345,-21.6277766487368
1772148864.8700972,-1653.6182593690378,-253.4269351485741,500.17773555259015,-17.619956445296697
1772148864.874097,549.2425085761889,367.2864212090991,-1223.6064337762666,42.72355351813637
1772148864.878097,1374.9362306465878,-472.0596679591754,-2470.0455249364954,-7.4597262680044905
1772148864.8820972,2160.254855077951,1752.1508350797405,326.36136540612756,36.23835995337074
1772148864.8860972,-1363.5873518518868,-205.52334628818377,3097.1385819194597,-24.672268549151678
1772148864.890611,-658.8508454454665,392.0043984119613,-3677.294109865531,19.750764764603737
1772148864.894611,536.7586940907509,597.7784861904413,-615.6390329374285,-4.930376627379255
1772148864.898611,490.8903110816006,-586.5797525596747,-2641.7663430313114,-58.44761528403437
1772148864.9031522,-2165.93622944819,-372.3598857679447,-1843.7020065779839,-3.8656395827572623
1772148864.9071522,-797.5009429576967,645.9537269691245,1996.3669387889975,16.082502389598826
1772148864.9111521,2095.5934534947132,-2779.238031062944,-71.51422760145016,13.059501115849256
1772148864.9151523,612.2227940722643,-334.60114150182693,-27.550128261318402,-30.8646510504164
1772148864.9191523,-1932.2993226087335,-3215.5395974182334,12.616986271887184,77.55499261838521
1772148864.9231522,1717.7967188288565,1076.6515066435659,-55.35393249141235,45.001241441872615
1772148864.9271522,1323.0180349923653,2572.645481720575,24.66374562968611,46.67937708132076
1772148864.9311523,3015.6910802953234,-1061.9824138568324,73.03570692645843,18.07313102788546
1772148864.9392085,995.3168546460862,139.26220241298634,-32.75622989000395,24.397282361250447
1772148864.9432085,-710.546507953527,1035.4944015497208,-22.07339656302178,-16.196575488396807
1772148864.9472084,-2049.3937763423314,570.9885130686704,-34.02439767087384,94.83501190343821
1772148864.9512086,-67.01500082039155,-115.63342148267175,2.67679926935989,16.796168643287857
1772148864.9552085,-1780.572631357936,475.4842793487261,1.8950893776474937,-15.710537827941934
1772148864.9592085,1248.3845018278441,1387.7359493008044,32.12529639310102,-96.10174407743162
1772148864.9632084,2024.2264061442418,173.16081902397835,-27.63290397379142,-31.658130664468764
1772148864.9672086,-1064.1849891355362,-2007.2957735758798,13.292894151524381,-17.598035856564252
1772148864.9872906,965.4749506173714,-59.337789120857835,-9.850947602544508,-29.7408913823064
1772148864.9912906,-888.7613995415414,-1878.484020014149,23.45405322193074,8.265114278595638
1772148864.9952905,367.28874621820086,-1323.8330371542477,-129.795638551416,40.80369397725829
1772148864.9992907,225.9358866137443,-92.59651778074787,24.51248166663913,3.220399273240751
1772148865.0032907,376.47465524336576,680.8562303888452,-92.0374149888316,67.4227780177376
1772148865.0072906,844.4976815602358,-1441.6915820379274,45.70283347045288,50.27301374737478
1772148865.0112906,-571.3658085410582,2764.796765435745,-2.050817433617671,25.624240282318112
1772148865.0152907,1592.3539184634863,1451.5318825761387,-7.675170745049393,39.02255192768184
1772148865.0356538,3343.2252132593535,2766.701581512434,27.60831546990607,-5.79139670195831
