# team: grant
# label: arm_up_side_palm_down_03
# timestamp: 20260227_144306
# sample_rate: 250
# samples: 1438
# duration_sec: 5.757
# channels: EMG1,EMG2
#
timestamp,EMG1,EMG2
1772221380.440842,844.0,847.0
1772221380.4488418,851.0,847.0
1772221380.440842,851.0,841.0
1772221380.4488418,841.0,848.0
1772221380.446417,843.0,857.0
1772221380.454417,841.0,848.0
1772221380.4545934,845.0,848.0
1772221380.4625933,844.0,852.0
1772221380.46324,843.0,849.0
1772221380.4712398,846.0,846.0
1772221380.469913,851.0,851.0
1772221380.477913,844.0,851.0
1772221380.4860096,851.0,844.0
1772221380.4940095,852.0,843.0
1772221380.4871843,850.0,854.0
1772221380.4951842,840.0,849.0
1772221380.4939847,845.0,845.0
1772221380.5019846,840.0,843.0
1772221380.502656,840.0,852.0
1772221380.5106559,842.0,854.0
1772221380.5109975,846.0,849.0
1772221380.5189974,844.0,844.0
1772221380.519215,843.0,842.0
1772221380.527215,843.0,851.0
1772221380.53292,841.0,849.0
1772221380.5409198,844.0,847.0
1772221380.5345604,852.0,846.0
1772221380.5425603,849.0,855.0
1772221380.541352,841.0,847.0
1772221380.549352,845.0,843.0
1772221380.551483,849.0,845.0
1772221380.5594828,851.0,846.0
1772221380.5577133,844.0,846.0
1772221380.5657132,854.0,850.0
1772221380.5661364,860.0,847.0
1772221380.5741363,847.0,852.0
1772221380.5798702,847.0,852.0
1772221380.5878701,847.0,849.0
1772221380.5829442,843.0,849.0
1772221380.590944,841.0,847.0
1772221380.5907063,841.0,849.0
1772221380.5987062,847.0,846.0
1772221380.5973368,853.0,853.0
1772221380.6053367,849.0,855.0
1772221380.6059468,840.0,848.0
1772221380.6139467,839.0,847.0
1772221380.6139624,846.0,841.0
1772221380.6219623,848.0,845.0
1772221380.629542,853.0,847.0
1772221380.637542,869.0,847.0
1772221380.6491375,848.0,848.0
1772221380.6571374,844.0,848.0
1772221380.6491375,848.0,847.0
1772221380.6571374,844.0,849.0
1772221380.6521966,841.0,846.0
1772221380.6601965,844.0,847.0
1772221380.674504,845.0,848.0
1772221380.682504,848.0,849.0
1772221380.677654,842.0,855.0
1772221380.685654,837.0,851.0
1772221380.7046664,839.0,850.0
1772221380.7126663,840.0,844.0
1772221380.705666,846.0,838.0
1772221380.713666,856.0,842.0
1772221380.705666,853.0,848.0
1772221380.713666,832.0,847.0
1772221380.705666,841.0,850.0
1772221380.713666,835.0,845.0
1772221380.7074497,839.0,842.0
1772221380.7154496,846.0,848.0
1772221380.7089996,855.0,852.0
1772221380.7169995,843.0,849.0
1772221380.7186751,835.0,842.0
1772221380.726675,837.0,849.0
1772221380.727306,838.0,847.0
1772221380.7353058,840.0,855.0
1772221380.7338772,846.0,852.0
1772221380.741877,847.0,846.0
1772221380.7427385,846.0,847.0
1772221380.7507384,848.0,848.0
1772221380.7591763,850.0,855.0
1772221380.7671762,843.0,858.0
1772221380.7827928,842.0,847.0
1772221380.7907927,842.0,836.0
1772221380.7844594,841.0,839.0
1772221380.7924592,848.0,844.0
1772221380.7870202,852.0,844.0
1772221380.79502,844.0,850.0
1772221380.7870202,840.0,853.0
1772221380.79502,845.0,857.0
1772221380.7997205,844.0,847.0
1772221380.8077204,839.0,842.0
1772221380.8013146,838.0,844.0
1772221380.8093145,847.0,843.0
1772221380.8073764,855.0,844.0
1772221380.8153763,851.0,850.0
1772221380.8144507,840.0,849.0
1772221380.8224506,841.0,849.0
1772221380.8227286,838.0,848.0
1772221380.8307285,839.0,840.0
1772221380.8460345,849.0,841.0
1772221380.8540344,854.0,849.0
1772221380.8460345,851.0,855.0
1772221380.8540344,849.0,849.0
1772221380.8491542,840.0,842.0
1772221380.8571541,835.0,843.0
1772221380.861648,843.0,846.0
1772221380.869648,840.0,846.0
1772221380.863154,845.0,851.0
1772221380.8711538,847.0,848.0
1772221380.8717508,841.0,850.0
1772221380.8797507,839.0,847.0
1772221380.87647,841.0,842.0
1772221380.88447,845.0,848.0
1772221380.893684,843.0,849.0
1772221380.9016838,842.0,844.0
1772221380.8952384,845.0,845.0
1772221380.9032383,850.0,846.0
1772221380.903863,855.0,846.0
1772221380.9118629,841.0,851.0
1772221380.911607,839.0,846.0
1772221380.919607,845.0,849.0
1772221380.9169588,846.0,853.0
1772221380.9249587,849.0,848.0
1772221380.9261153,843.0,840.0
1772221380.9341152,845.0,846.0
1772221380.9414551,848.0,845.0
1772221380.949455,838.0,851.0
1772221380.9439802,836.0,850.0
1772221380.95198,841.0,847.0
1772221380.9506788,849.0,844.0
1772221380.9586787,849.0,843.0
1772221380.9562957,841.0,849.0
1772221380.9642956,837.0,848.0
1772221380.9671526,841.0,841.0
1772221380.9751525,845.0,847.0
1772221380.9738357,848.0,847.0
1772221380.9818356,850.0,848.0
1772221380.9878905,845.0,849.0
1772221380.9958904,845.0,849.0
1772221380.9906046,847.0,845.0
1772221380.9986045,847.0,846.0
1772221380.9984038,850.0,848.0
1772221381.0064037,844.0,852.0
1772221381.0234785,838.0,845.0
1772221381.0314784,839.0,847.0
1772221381.0391865,838.0,852.0
1772221381.0471864,839.0,845.0
1772221381.0513685,842.0,844.0
1772221381.0593684,843.0,851.0
1772221381.0513685,848.0,850.0
1772221381.0593684,851.0,849.0
1772221381.0640652,847.0,844.0
1772221381.072065,848.0,839.0
1772221381.0661514,845.0,848.0
1772221381.0741513,851.0,856.0
1772221381.0696929,852.0,856.0
1772221381.0776927,840.0,845.0
1772221381.0826416,835.0,843.0
1772221381.0906415,842.0,843.0
1772221381.0841825,843.0,845.0
1772221381.0921824,846.0,850.0
1772221381.0841825,848.0,858.0
1772221381.0921824,844.0,851.0
1772221381.0858543,846.0,845.0
1772221381.0938542,842.0,842.0
1772221381.0944939,847.0,846.0
1772221381.1024938,840.0,849.0
1772221381.101578,842.0,847.0
1772221381.109578,846.0,844.0
1772221381.1116755,843.0,844.0
1772221381.1196754,844.0,848.0
1772221381.1290188,848.0,851.0
1772221381.1370187,854.0,845.0
1772221381.1300282,851.0,845.0
1772221381.1380281,847.0,854.0
1772221381.1333234,840.0,851.0
1772221381.1413233,838.0,837.0
1772221381.141603,843.0,843.0
1772221381.149603,848.0,852.0
1772221381.1509244,845.0,851.0
1772221381.1589243,847.0,842.0
1772221381.1570911,844.0,843.0
1772221381.165091,845.0,853.0
1772221381.175796,840.0,854.0
1772221381.183796,834.0,848.0
1772221381.1776338,838.0,838.0
1772221381.1856337,843.0,842.0
1772221381.1847467,837.0,850.0
1772221381.1927466,850.0,848.0
1772221381.1991322,850.0,847.0
1772221381.207132,843.0,849.0
1772221381.1991322,843.0,846.0
1772221381.207132,839.0,850.0
1772221381.2068453,839.0,844.0
1772221381.2148452,848.0,848.0
1772221381.225686,848.0,846.0
1772221381.233686,842.0,839.0
1772221381.2444124,848.0,843.0
1772221381.2524123,846.0,844.0
1772221381.2444124,840.0,845.0
1772221381.2524123,835.0,848.0
1772221381.2465093,839.0,845.0
1772221381.2545092,842.0,843.0
1772221381.2465093,845.0,846.0
1772221381.2545092,842.0,848.0
1772221381.253812,839.0,848.0
1772221381.261812,837.0,848.0
1772221381.2730148,847.0,853.0
1772221381.2810147,841.0,847.0
1772221381.2730148,835.0,844.0
1772221381.2810147,834.0,844.0
1772221381.2783062,836.0,845.0
1772221381.2863061,836.0,850.0
1772221381.2880063,840.0,843.0
1772221381.2960062,841.0,841.0
1772221381.2959757,841.0,849.0
1772221381.3039756,838.0,846.0
1772221381.302625,842.0,851.0
1772221381.3106248,844.0,849.0
1772221381.3182664,842.0,851.0
1772221381.3262663,847.0,852.0
1772221381.3197963,848.0,847.0
1772221381.3277962,842.0,842.0
1772221381.3265567,834.0,842.0
1772221381.3345566,836.0,857.0
1772221381.3351996,843.0,858.0
1772221381.3431995,850.0,840.0
1772221381.343574,851.0,835.0
1772221381.351574,844.0,841.0
1772221381.3702142,842.0,849.0
1772221381.3782141,847.0,850.0
1772221381.3712282,842.0,847.0
1772221381.379228,839.0,848.0
1772221381.3712282,839.0,844.0
1772221381.379228,838.0,843.0
1772221381.3953638,843.0,846.0
1772221381.4033637,850.0,853.0
1772221381.397473,854.0,856.0
1772221381.405473,846.0,844.0
1772221381.4240372,834.0,836.0
1772221381.432037,843.0,846.0
1772221381.4240372,841.0,849.0
1772221381.432037,842.0,845.0
1772221381.4612439,846.0,848.0
1772221381.4692438,846.0,852.0
1772221381.4628704,844.0,849.0
1772221381.4708703,839.0,849.0
1772221381.4690306,841.0,845.0
1772221381.4770305,838.0,837.0
1772221381.470038,842.0,841.0
1772221381.4780378,843.0,848.0
1772221381.4717736,842.0,850.0
1772221381.4797735,841.0,841.0
1772221381.473434,844.0,845.0
1772221381.4814339,847.0,848.0
1772221381.473434,846.0,856.0
1772221381.4814339,844.0,849.0
1772221381.4756098,844.0,839.0
1772221381.4836097,842.0,838.0
1772221381.4756098,841.0,849.0
1772221381.4836097,841.0,856.0
1772221381.4776313,841.0,850.0
1772221381.4856312,847.0,846.0
1772221381.4872684,844.0,847.0
1772221381.4952683,841.0,844.0
1772221381.5086284,843.0,841.0
1772221381.5166283,845.0,848.0
1772221381.5097866,847.0,845.0
1772221381.5177865,841.0,834.0
1772221381.5097866,836.0,837.0
1772221381.5177865,844.0,851.0
1772221381.519178,847.0,858.0
1772221381.5271778,839.0,849.0
1772221381.527678,835.0,848.0
1772221381.535678,841.0,840.0
1772221381.533231,848.0,844.0
1772221381.541231,855.0,845.0
1772221381.554819,847.0,852.0
1772221381.562819,833.0,851.0
1772221381.5573444,839.0,851.0
1772221381.5653443,846.0,845.0
1772221381.5577433,842.0,834.0
1772221381.5657432,844.0,846.0
1772221381.5665777,845.0,845.0
1772221381.5745776,848.0,843.0
1772221381.5742764,843.0,851.0
1772221381.5822763,839.0,846.0
1772221381.5823796,845.0,848.0
1772221381.5903795,847.0,856.0
