# team: grant
# label: fist_downup_09
# timestamp: 20260227_145201
# sample_rate: 250
# samples: 1386
# duration_sec: 5.544
# channels: EMG1,EMG2
#
timestamp,EMG1,EMG2
1772221916.4394975,248.0,546.0
1772221916.4474974,254.0,548.0
1772221916.4402308,260.0,555.0
1772221916.4482307,263.0,563.0
1772221916.4402308,264.0,556.0
1772221916.4482307,251.0,547.0
1772221916.4607627,256.0,544.0
1772221916.4687626,264.0,544.0
1772221916.4607627,263.0,544.0
1772221916.4687626,261.0,545.0
1772221916.495672,258.0,553.0
1772221916.503672,252.0,562.0
1772221916.4968648,254.0,559.0
1772221916.5048647,247.0,554.0
1772221916.5142913,242.0,547.0
1772221916.5222912,249.0,543.0
1772221916.5142913,252.0,554.0
1772221916.5222912,260.0,559.0
1772221916.5318332,253.0,563.0
1772221916.539833,245.0,565.0
1772221916.5349462,253.0,569.0
1772221916.542946,257.0,565.0
1772221916.5362177,255.0,560.0
1772221916.5442176,245.0,553.0
1772221916.544715,247.0,546.0
1772221916.5527148,253.0,550.0
1772221916.544715,257.0,564.0
1772221916.5527148,257.0,566.0
1772221916.5462406,251.0,560.0
1772221916.5542405,251.0,552.0
1772221916.5467086,246.0,545.0
1772221916.5547085,245.0,538.0
1772221916.548234,244.0,540.0
1772221916.556234,254.0,533.0
1772221916.5538049,263.0,524.0
1772221916.5618048,264.0,550.0
1772221916.5584817,247.0,567.0
1772221916.5664816,257.0,575.0
1772221916.5903096,256.0,564.0
1772221916.5983095,248.0,551.0
1772221916.5917964,246.0,554.0
1772221916.5997963,236.0,564.0
1772221916.5917964,229.0,562.0
1772221916.5997963,251.0,555.0
1772221916.5933115,249.0,549.0
1772221916.6013114,232.0,536.0
1772221916.6008723,240.0,535.0
1772221916.6088722,245.0,556.0
1772221916.6079423,239.0,569.0
1772221916.6159422,233.0,554.0
1772221916.6161268,245.0,539.0
1772221916.6241267,239.0,535.0
1772221916.6232033,237.0,539.0
1772221916.6312032,240.0,539.0
1772221916.6417682,260.0,557.0
1772221916.649768,253.0,570.0
1772221916.6432915,243.0,571.0
1772221916.6512914,240.0,561.0
1772221916.649139,238.0,557.0
1772221916.6571388,229.0,562.0
1772221916.6544168,240.0,561.0
1772221916.6624167,229.0,546.0
1772221916.6685894,233.0,555.0
1772221916.6765893,234.0,549.0
1772221916.6708224,246.0,539.0
1772221916.6788223,235.0,542.0
1772221916.6874845,231.0,555.0
1772221916.6954844,233.0,553.0
1772221916.68899,219.0,549.0
1772221916.69699,218.0,537.0
1772221916.6965714,230.0,531.0
1772221916.7045712,223.0,535.0
1772221916.7053356,224.0,551.0
1772221916.7133355,231.0,565.0
1772221916.7286103,246.0,561.0
1772221916.7366102,257.0,561.0
1772221916.730835,244.0,554.0
1772221916.7388349,230.0,551.0
1772221916.7318478,241.0,525.0
1772221916.7398477,244.0,524.0
1772221916.7372892,240.0,557.0
1772221916.745289,229.0,565.0
1772221916.7471132,227.0,558.0
1772221916.7551131,229.0,554.0
1772221916.7507694,231.0,563.0
1772221916.7587693,237.0,560.0
1772221916.7608204,228.0,551.0
1772221916.7688203,229.0,543.0
1772221916.7691822,233.0,551.0
1772221916.777182,222.0,556.0
1772221916.7749777,225.0,547.0
1772221916.7829776,236.0,540.0
1772221916.783376,233.0,527.0
1772221916.7913759,226.0,524.0
1772221916.7943656,223.0,518.0
1772221916.8023655,208.0,520.0
1772221916.7999225,216.0,527.0
1772221916.8079224,221.0,556.0
1772221916.8094168,242.0,567.0
1772221916.8174167,232.0,553.0
1772221916.8342988,221.0,559.0
1772221916.8422987,220.0,570.0
1772221916.8363152,226.0,575.0
1772221916.844315,230.0,552.0
1772221916.8665543,222.0,543.0
1772221916.8745542,227.0,538.0
1772221916.8686156,236.0,535.0
1772221916.8766155,227.0,531.0
1772221916.8766203,216.0,535.0
1772221916.8846202,196.0,540.0
1772221916.8858695,196.0,550.0
1772221916.8938694,196.0,558.0
1772221916.8878622,208.0,554.0
1772221916.895862,241.0,547.0
1772221916.8888705,243.0,545.0
1772221916.8968704,231.0,543.0
1772221916.8888705,226.0,541.0
1772221916.8968704,218.0,547.0
1772221916.8888705,215.0,541.0
1772221916.8968704,212.0,544.0
1772221916.895652,224.0,521.0
1772221916.903652,229.0,511.0
1772221916.9032586,229.0,514.0
1772221916.9112585,226.0,527.0
1772221916.9134116,229.0,542.0
1772221916.9214115,222.0,567.0
1772221916.9187133,227.0,574.0
1772221916.9267132,244.0,560.0
1772221916.9349627,235.0,547.0
1772221916.9429626,223.0,541.0
1772221916.9359624,224.0,541.0
1772221916.9439623,222.0,539.0
1772221916.9437666,203.0,536.0
1772221916.9517665,198.0,542.0
1772221916.9532893,192.0,555.0
1772221916.9612892,208.0,546.0
1772221916.9580107,207.0,542.0
1772221916.9660106,207.0,544.0
1772221916.9682908,243.0,548.0
1772221916.9762907,236.0,545.0
1772221916.9856977,231.0,520.0
1772221916.9936976,243.0,513.0
1772221916.9856977,234.0,535.0
1772221916.9936976,228.0,563.0
1772221916.9931486,225.0,554.0
1772221917.0011485,216.0,549.0
1772221916.99872,209.0,546.0
1772221917.0067198,219.0,533.0
1772221917.0083163,223.0,524.0
1772221917.0163162,223.0,535.0
1772221917.0173879,218.0,537.0
1772221917.0253878,218.0,545.0
1772221917.0284972,223.0,545.0
1772221917.036497,211.0,541.0
1772221917.0327582,204.0,537.0
1772221917.0407581,213.0,529.0
1772221917.0391371,228.0,523.0
1772221917.047137,216.0,523.0
1772221917.0473137,217.0,528.0
1772221917.0553136,222.0,530.0
1772221917.0555363,210.0,534.0
1772221917.0635362,199.0,554.0
1772221917.0641716,217.0,557.0
1772221917.0721714,222.0,548.0
1772221917.078722,203.0,544.0
1772221917.086722,205.0,541.0
1772221917.0987072,217.0,548.0
1772221917.106707,218.0,546.0
1772221917.1007807,215.0,546.0
1772221917.1087806,208.0,533.0
1772221917.1017962,214.0,531.0
1772221917.109796,210.0,538.0
1772221917.1036527,213.0,537.0
1772221917.1116526,213.0,526.0
1772221917.1112547,215.0,510.0
1772221917.1192546,213.0,520.0
1772221917.1225083,202.0,538.0
1772221917.1305082,207.0,540.0
1772221917.1295164,210.0,541.0
1772221917.1375163,210.0,536.0
1772221917.1344247,218.0,537.0
1772221917.1424246,217.0,534.0
1772221917.1437142,231.0,536.0
1772221917.151714,230.0,549.0
1772221917.1512742,220.0,546.0
1772221917.159274,217.0,534.0
1772221917.1681774,232.0,510.0
1772221917.1761773,217.0,514.0
1772221917.1702635,217.0,527.0
1772221917.1782634,216.0,537.0
1772221917.1751654,195.0,542.0
1772221917.1831653,201.0,552.0
1772221917.204251,207.0,538.0
1772221917.212251,201.0,531.0
1772221917.2068667,202.0,536.0
1772221917.2148666,211.0,541.0
1772221917.2328281,221.0,542.0
1772221917.240828,228.0,534.0
1772221917.2347815,214.0,526.0
1772221917.2427814,207.0,520.0
1772221917.2451637,211.0,513.0
1772221917.2531636,213.0,523.0
1772221917.246743,228.0,536.0
1772221917.2547429,218.0,526.0
1772221917.2505238,218.0,528.0
1772221917.2585237,217.0,543.0
1772221917.2538903,224.0,550.0
1772221917.2618902,213.0,549.0
1772221917.2610538,204.0,544.0
1772221917.2690537,204.0,534.0
1772221917.2630987,209.0,531.0
1772221917.2710986,210.0,523.0
1772221917.2655518,201.0,512.0
1772221917.2735517,193.0,518.0
1772221917.2878788,195.0,540.0
1772221917.2958786,201.0,539.0
1772221917.2878788,197.0,534.0
1772221917.2958786,191.0,520.0
1772221917.290475,197.0,523.0
1772221917.2984748,206.0,522.0
1772221917.2973459,223.0,524.0
1772221917.3053458,215.0,538.0
1772221917.3113925,214.0,543.0
1772221917.3193924,228.0,543.0
1772221917.3129783,231.0,535.0
1772221917.3209782,203.0,540.0
1772221917.319681,213.0,533.0
1772221917.3276808,235.0,529.0
1772221917.3277893,228.0,519.0
1772221917.3357892,213.0,530.0
1772221917.3356736,205.0,531.0
1772221917.3436735,206.0,540.0
1772221917.342608,195.0,540.0
1772221917.3506079,185.0,535.0
1772221917.3587599,196.0,536.0
1772221917.3667598,206.0,526.0
1772221917.3676913,207.0,514.0
1772221917.3756912,209.0,509.0
1772221917.3695014,219.0,521.0
1772221917.3775012,217.0,535.0
